primary_unit_encoded,skill_encoded,jaccard_followers,jaccard_followees,num_followers_s,num_followees_s,num_followers_d,num_followees_d,inter_followers,inter_followees,adar_index,follows_back,same_comp,shortest_path,page_rank_s,page_rank_d,katz_s,katz_d,hubs_s,hubs_d,authorities_s,authorities_d,indicator_link
74,89,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011239777940685066,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,7.3803727863405435e-09,0.0,0.0
75,40,0.0,0.0,1,0,1,0,0,0,0,0,0,-1,0.011239777940685066,0.011461911577745924,0.10724793576363913,0.10724793576363913,0.0,0.0,7.3803727863405435e-09,7.122023497649266e-52,0.0
89,76,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011239777940685066,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.3803727863405435e-09,0.0
31,43,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011239777940685066,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,7.3803727863405435e-09,0.0,0.0
22,28,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011461911577745924,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,7.122023497649266e-52,0.0,0.0
27,103,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011461911577745924,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.122023497649266e-52,0.0
1,16,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011461911577745924,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,7.122023497649266e-52,0.0,0.0
2,23,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,0.011494252873563216,0.011494252873563216,0.10721113770710687,0.10721113770710687,0.0,0.0,0.0,0.0,0.0
60,46,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011461911577745924,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.122023497649266e-52,0.0
15,89,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,0.011494252873563216,0.011494252873563216,0.10721113770710687,0.10721113770710687,0.0,0.0,0.0,0.0,0.0
63,6,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011239777940685066,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.3803727863405435e-09,0.0
22,74,0.0,0.0,1,0,1,0,0,0,0,0,0,-1,0.011461911577745924,0.011239777940685066,0.10724793576363913,0.10724793576363913,0.0,0.0,7.122023497649266e-52,7.3803727863405435e-09,0.0
20,4,0.0,0.0,1,0,1,0,0,0,0,0,0,-1,0.011461911577745924,0.011411667064601207,0.10724793576363913,0.10724793576363913,0.0,0.0,7.122023497649266e-52,0.007286209545100076,0.0
1,40,1.0,0.0,1,0,1,0,1,0,0,0,1,-1,0.011461911577745924,0.011461911577745924,0.10724793576363913,0.10724793576363913,0.0,0.0,7.122023497649266e-52,7.122023497649266e-52,0.0
26,99,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011461911577745924,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,7.122023497649266e-52,0.0,0.0
44,86,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011215713463336807,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,0.04489964630707578,0.0
11,53,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011215713463336807,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,0.04489964630707578,0.0
85,26,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011461911577745924,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.122023497649266e-52,0.0
52,22,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011461911577745924,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.122023497649266e-52,0.0
63,62,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011461911577745924,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.122023497649266e-52,0.0
86,22,0.0,0.0,1,0,1,0,0,0,0,0,0,-1,0.011215713463336807,0.011461911577745924,0.10724793576363913,0.10724793576363913,0.0,0.0,0.04489964630707578,7.122023497649266e-52,0.0
7,15,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011239777940685066,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,7.3803727863405435e-09,0.0,0.0
101,68,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011215713463336807,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,0.04489964630707578,0.0,0.0
36,53,1.0,0.0,1,0,1,0,1,0,0,0,1,-1,0.011215713463336807,0.011215713463336807,0.10724793576363913,0.10724793576363913,0.0,0.0,0.04489964630707578,0.04489964630707578,0.0
95,2,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,0.011494252873563216,0.011494252873563216,0.10721113770710687,0.10721113770710687,0.0,0.0,0.0,0.0,0.0
79,65,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011411667064601207,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,0.007286209545100076,0.0,0.0
9,5,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011239777940685066,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.3803727863405435e-09,0.0
88,59,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011411667064601207,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,0.007286209545100076,0.0,0.0
44,65,0.0,0.0,0,0,0,0,0,0,0,0,0,-1,0.011494252873563216,0.011494252873563216,0.10721113770710687,0.10721113770710687,0.0,0.0,0.0,0.0,0.0
50,5,0.0,0.0,1,0,1,0,0,0,0,0,0,-1,0.012282571959109652,0.011239777940685066,0.10724793576363913,0.10724793576363913,0.0,0.0,1.6250427866776752e-139,7.3803727863405435e-09,0.0
80,98,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.012282571959109652,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,1.6250427866776752e-139,0.0,0.0
11,12,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011215713463336807,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,0.04489964630707578,0.0
38,70,0.0,0.0,1,0,1,0,0,0,0,0,0,-1,0.011411667064601207,0.011239777940685066,0.10724793576363913,0.10724793576363913,0.0,0.0,0.007286209545100076,7.3803727863405435e-09,0.0
36,66,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011215713463336807,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,0.04489964630707578,0.0,0.0
86,7,0.0,0.0,1,0,1,0,0,0,0,0,0,-1,0.011215713463336807,0.011239777940685066,0.10724793576363913,0.10724793576363913,0.0,0.0,0.04489964630707578,7.3803727863405435e-09,0.0
27,46,0.0,0.0,0,0,1,0,0,0,0,0,0,-1,0.011494252873563216,0.011461911577745924,0.10721113770710687,0.10724793576363913,0.0,0.0,0.0,7.122023497649266e-52,0.0
70,23,0.0,0.0,1,0,0,0,0,0,0,0,0,-1,0.011239777940685066,0.011494252873563216,0.10724793576363913,0.10721113770710687,0.0,0.0,7.3803727863405435e-09,0.0,0.0
